date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:16:44	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:46:43%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-vietnamese-normal-300.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-vietnamese-normal-300.woff2	(from https://aquavision.b12sites.com/)
20:16:44	4928/4928	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:46:43%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-greek-normal-300.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-greek-normal-300.woff2	(from https://aquavision.b12sites.com/)
20:16:50	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:46:48%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-latin-ext-normal-300.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-latin-ext-normal-300.woff2	(from https://aquavision.b12sites.com/)
20:16:50	3448/3448	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:46:48%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-vietnamese-normal-300.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-vietnamese-normal-300.woff2	(from https://aquavision.b12sites.com/)
20:16:56	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:46:55%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-latin-normal-300.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-latin-normal-300.woff2	(from https://aquavision.b12sites.com/)
20:17:00	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:46:59%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-cyrillic-ext-normal-400.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-cyrillic-ext-normal-400.woff2	(from https://aquavision.b12sites.com/)
20:17:02	10352/10352	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:47:01%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-cyrillic-ext-normal-400.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-cyrillic-ext-normal-400.woff2	(from https://aquavision.b12sites.com/)
20:17:02	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:47:02%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-cyrillic-normal-400.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-cyrillic-normal-400.woff2	(from https://aquavision.b12sites.com/)
20:17:26	6460/6460	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:47:24%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-cyrillic-normal-400.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-cyrillic-normal-400.woff2	(from https://aquavision.b12sites.com/)
20:17:27	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:47:26%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-greek-ext-normal-400.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-greek-ext-normal-400.13.delayed	(from https://aquavision.b12sites.com/)
20:17:28	748/748	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:47:28%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-greek-ext-normal-400.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-greek-ext-normal-400.woff2	(from https://aquavision.b12sites.com/)
20:17:29	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:47:28%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-greek-normal-400.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-greek-normal-400.woff2	(from https://aquavision.b12sites.com/)
20:17:29	11160/11160	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:46:58%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-latin-normal-300.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-latin-normal-300.woff2	(from https://aquavision.b12sites.com/)
20:17:32	4864/4864	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:47:31%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-greek-normal-400.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-greek-normal-400.woff2	(from https://aquavision.b12sites.com/)
20:17:32	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:47:32%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-vietnamese-normal-400.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-vietnamese-normal-400.woff2	(from https://aquavision.b12sites.com/)
20:17:38	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:47:38%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-latin-ext-normal-400.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-latin-ext-normal-400.woff2	(from https://aquavision.b12sites.com/)
20:17:39	3496/3496	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:47:37%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-vietnamese-normal-400.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-vietnamese-normal-400.woff2	(from https://aquavision.b12sites.com/)
20:18:39	7840/7840	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:46:52%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-latin-ext-normal-300.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-latin-ext-normal-300.woff2	(from https://aquavision.b12sites.com/)
20:18:51	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:48:51%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-latin-normal-400.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-latin-normal-400.1b.delayed	(from https://aquavision.b12sites.com/)
20:18:55	7736/7736	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:48:50%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-latin-ext-normal-400.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-latin-ext-normal-400.woff2	(from https://aquavision.b12sites.com/)
20:18:56	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:48:56%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-cyrillic-ext-normal-500.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-cyrillic-ext-normal-500.woff2	(from https://aquavision.b12sites.com/)
20:18:57	11028/11028	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:48:55%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-latin-normal-400.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-latin-normal-400.woff2	(from https://aquavision.b12sites.com/)
20:18:59	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:48:58%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-cyrillic-normal-500.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-cyrillic-normal-500.woff2	(from https://aquavision.b12sites.com/)
20:19:00	10352/10352	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:48:58%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-cyrillic-ext-normal-500.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-cyrillic-ext-normal-500.woff2	(from https://aquavision.b12sites.com/)
20:19:02	6632/6632	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:48:59%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-cyrillic-normal-500.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-cyrillic-normal-500.woff2	(from https://aquavision.b12sites.com/)
20:19:02	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:49:01%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-greek-ext-normal-500.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-greek-ext-normal-500.woff2	(from https://aquavision.b12sites.com/)
20:19:06	768/768	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:49:05%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-greek-ext-normal-500.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-greek-ext-normal-500.woff2	(from https://aquavision.b12sites.com/)
20:19:08	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:49:06%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-greek-normal-500.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-greek-normal-500.woff2	(from https://aquavision.b12sites.com/)
20:19:15	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:49:14%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-vietnamese-normal-500.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-vietnamese-normal-500.woff2	(from https://aquavision.b12sites.com/)
20:19:15	4796/4796	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:49:14%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-greek-normal-500.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-greek-normal-500.woff2	(from https://aquavision.b12sites.com/)
20:19:16	3472/3472	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:49:16%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-vietnamese-normal-500.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-vietnamese-normal-500.woff2	(from https://aquavision.b12sites.com/)
20:19:17	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:49:16%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-latin-ext-normal-500.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-latin-ext-normal-500.woff2	(from https://aquavision.b12sites.com/)
20:19:20	7676/7676	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:49:19%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-latin-ext-normal-500.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-latin-ext-normal-500.woff2	(from https://aquavision.b12sites.com/)
20:19:20	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:49:19%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-latin-normal-500.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-latin-normal-500.woff2	(from https://aquavision.b12sites.com/)
20:19:24	11072/11072	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:49:22%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-latin-normal-500.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-latin-normal-500.woff2	(from https://aquavision.b12sites.com/)
20:19:24	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:49:23%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-cyrillic-ext-normal-700.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-cyrillic-ext-normal-700.woff2	(from https://aquavision.b12sites.com/)
20:19:27	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:49:26%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-cyrillic-normal-700.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-cyrillic-normal-700.woff2	(from https://aquavision.b12sites.com/)
20:19:28	6620/6620	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:49:28%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-cyrillic-normal-700.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-cyrillic-normal-700.woff2	(from https://aquavision.b12sites.com/)
20:19:29	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:49:28%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-greek-ext-normal-700.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-greek-ext-normal-700.woff2	(from https://aquavision.b12sites.com/)
20:19:30	10256/10256	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:49:26%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-cyrillic-ext-normal-700.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-cyrillic-ext-normal-700.woff2	(from https://aquavision.b12sites.com/)
20:19:32	756/756	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:49:31%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-greek-ext-normal-700.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-greek-ext-normal-700.woff2	(from https://aquavision.b12sites.com/)
20:19:34	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:49:32%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-greek-normal-700.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-greek-normal-700.woff2	(from https://aquavision.b12sites.com/)
20:19:40	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:49:39%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-vietnamese-normal-700.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-vietnamese-normal-700.woff2	(from https://aquavision.b12sites.com/)
20:19:41	4796/4796	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:49:39%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-greek-normal-700.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-greek-normal-700.woff2	(from https://aquavision.b12sites.com/)
20:19:42	3468/3468	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:49:41%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-vietnamese-normal-700.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-vietnamese-normal-700.woff2	(from https://aquavision.b12sites.com/)
20:19:44	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:49:42%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-latin-ext-normal-700.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-latin-ext-normal-700.woff2	(from https://aquavision.b12sites.com/)
20:19:50	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:49:50%20GMT	http://aquavision.b12sites.com/assets/fonts/roboto-latin-normal-700.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-latin-normal-700.woff2	(from https://aquavision.b12sites.com/)
20:20:00	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:50:00%20GMT	http://aquavision.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713.eot	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713.eot	(from https://aquavision.b12sites.com/)
20:20:03	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:50:02%20GMT	http://aquavision.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713.eot?	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713d41d.eot	(from https://aquavision.b12sites.com/)
20:20:08	7676/7676	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:49:50%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-latin-ext-normal-700.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-latin-ext-normal-700.woff2	(from https://aquavision.b12sites.com/)
20:20:09	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:50:08%20GMT	http://aquavision.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff2	(from https://aquavision.b12sites.com/)
20:20:18	979/979	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2014:50:14%20GMT	https://aquavision.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.3e.delayed	(from https://aquavision.b12sites.com/)
20:20:19	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:50:18%20GMT	http://aquavision.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff	(from https://aquavision.b12sites.com/)
20:20:28	11040/11040	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Jul%202024%2014:49:56%20GMT	https://aquavision.b12sites.com/assets/fonts/roboto-latin-normal-700.woff2	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/roboto-latin-normal-700.woff2	(from https://aquavision.b12sites.com/)
20:20:30	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:50:29%20GMT	http://aquavision.b12sites.com/assets/fonts/fontawesome-webfont-b06871f281fee6b241d60582ae9369b9.ttf	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/fontawesome-webfont-b06871f281fee6b241d60582ae9369b9.41.delayed	(from https://aquavision.b12sites.com/)
20:20:55	98024/98024	---M--	200	added ('OK')	font/woff	date:Thu,%2011%20Jul%202024%2014:50:27%20GMT	https://aquavision.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff	(from https://aquavision.b12sites.com/)
20:20:57	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:50:56%20GMT	http://aquavision.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.43.delayed	(from https://aquavision.b12sites.com/)
20:21:11	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2011%20Jul%202024%2014:50:02%20GMT	https://aquavision.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713.eot	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713.eot	(from https://aquavision.b12sites.com/)
20:21:13	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:51:11%20GMT	http://aquavision.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.45.delayed	(from https://aquavision.b12sites.com/)
20:21:13	165548/165548	---M--	200	added ('OK')	font/ttf	date:Thu,%2011%20Jul%202024%2014:50:33%20GMT	https://aquavision.b12sites.com/assets/fonts/fontawesome-webfont-b06871f281fee6b241d60582ae9369b9.ttf	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/fontawesome-webfont-b06871f281fee6b241d60582ae9369b9.ttf	(from https://aquavision.b12sites.com/)
20:21:18	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:51:17%20GMT	http://aquavision.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	(from https://aquavision.b12sites.com/)
20:21:23	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2011%20Jul%202024%2014:51:23%20GMT	https://aquavision.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	(from https://aquavision.b12sites.com/)
20:21:24	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:51:24%20GMT	http://aquavision.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot?	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.49d41d.delayed	(from https://aquavision.b12sites.com/)
20:21:27	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2011%20Jul%202024%2014:51:26%20GMT	https://aquavision.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot?	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475d41d.eot	(from https://aquavision.b12sites.com/)
20:21:31	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2011%20Jul%202024%2014:50:08%20GMT	https://aquavision.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713.eot?	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713d41d.eot	(from https://aquavision.b12sites.com/)
20:21:36	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:51:28%20GMT	http://aquavision.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.4b.delayed	(from https://aquavision.b12sites.com/)
